Industry,Company_Size,Website_Quality,LinkedIn_Activity,Email_Available,Location,Estimated_Revenue,Number_of_Employees,Previous_Response,Meeting_Status,Lead_Quality
Healthcare,Large,Excellent,Low,Yes,Peshawar,5439000.0,29,No Response,Scheduled,Medium
Retail,Small,Excellent,Medium,Yes,Karachi,2906000.0,189,No Response,Scheduled,High
Finance,Medium,Average,High,Yes,Quetta,2597000.0,58,Positive,Not Scheduled,High
Healthcare,Small,Excellent,Low,Yes,Quetta,121000.0,301,Neutral,Not Scheduled,Low
Manufacturing,Small,Excellent,High,Yes,Rawalpindi,1179000.0,97,Positive,Not Contacted,High
Marketing,Small,Average,High,Yes,Lahore,328000.0,299,Neutral,Scheduled,Medium
Finance,Medium,Excellent,Medium,No,Peshawar,1308000.0,104,Neutral,Scheduled,Medium
Healthcare,Medium,Good,Low,Yes,Quetta,1178000.0,108,No Response,Scheduled,Low
Manufacturing,Large,Average,Medium,Yes,Quetta,412000.0,112,Negative,Not Contacted,Low
Education,Large,Average,High,Yes,Faisalabad,530000.0,75,Neutral,Scheduled,High
Finance,Large,Poor,Medium,Yes,Peshawar,460000.0,228,No Response,Scheduled,Medium
Manufacturing,Medium,Poor,Low,Yes,Quetta,12124000.0,84,Neutral,Completed,Low
Technology,Small,Excellent,Medium,No,Faisalabad,3137000.0,196,Positive,Scheduled,Medium
Technology,Medium,Excellent,Medium,Yes,Quetta,2257000.0,19,Positive,Scheduled,High
Healthcare,Small,Average,Medium,Yes,Lahore,887000.0,1069,Positive,Not Scheduled,Medium
Education,Medium,Excellent,Medium,Yes,Rawalpindi,1167000.0,271,Neutral,Not Scheduled,Medium
Technology,Medium,Good,Low,No,Quetta,1649000.0,33,No Response,Not Scheduled,Low
Real Estate,Medium,Average,Medium,No,Lahore,3201000.0,82,Neutral,Scheduled,Low
Technology,Small,Good,High,No,Faisalabad,3847000.0,64,No Response,Scheduled,Low
Manufacturing,Small,Good,Low,No,Multan,382000.0,293,No Response,Not Scheduled,Low
Technology,Large,Poor,Low,Yes,Karachi,1828000.0,60,Neutral,Scheduled,Low
Retail,Small,Average,Medium,Yes,Rawalpindi,3672000.0,230,Positive,Scheduled,High
Real Estate,Small,Good,Medium,No,Islamabad,1408000.0,29,Negative,Scheduled,Low
Finance,Small,Excellent,High,Yes,Islamabad,430000.0,100,No Response,Completed,High
Education,Small,Excellent,Low,Yes,Multan,3941000.0,75,Neutral,Not Scheduled,Low
Real Estate,Small,Average,Medium,No,Islamabad,1593000.0,98,Negative,Not Scheduled,Low
Retail,Small,Poor,High,Yes,Peshawar,1421000.0,119,Positive,Not Scheduled,Medium
Real Estate,Medium,Average,Medium,Yes,Faisalabad,2520000.0,100,No Response,Scheduled,Medium
Finance,Small,Good,Medium,Yes,Quetta,514000.0,37,Neutral,Completed,Medium
Education,Medium,Good,Medium,Yes,Multan,1328000.0,95,Neutral,Not Scheduled,Medium
Education,Small,Excellent,Medium,Yes,Faisalabad,572000.0,249,Neutral,Scheduled,High
Technology,Medium,Good,Medium,Yes,Rawalpindi,2136000.0,54,Positive,Completed,High
Technology,Small,Excellent,Medium,No,Islamabad,3385000.0,172,No Response,Completed,Medium
Healthcare,Medium,Excellent,Medium,No,Rawalpindi,6549000.0,94,,Not Scheduled,Low
Marketing,Large,Excellent,Medium,Yes,Peshawar,277000.0,67,No Response,Scheduled,High
Healthcare,Large,Good,Medium,No,Rawalpindi,2152000.0,232,Neutral,Scheduled,Medium
Manufacturing,Medium,Good,Low,Yes,Peshawar,543000.0,133,Neutral,Scheduled,Medium
Education,Medium,Excellent,Low,Yes,Peshawar,13616000.0,95,No Response,Scheduled,Medium
Retail,Medium,Excellent,Medium,No,Karachi,1738000.0,74,Negative,Scheduled,Low
Finance,Small,Excellent,Low,Yes,Faisalabad,2350000.0,267,Neutral,Not Contacted,Low
Marketing,Medium,Good,Medium,Yes,Faisalabad,3979000.0,24,Neutral,Not Scheduled,Medium
Marketing,Small,Good,Medium,Yes,Rawalpindi,386000.0,110,Positive,Completed,High
Manufacturing,Small,Good,Low,Yes,Islamabad,,159,No Response,Not Contacted,Low
Marketing,Large,Poor,High,Yes,Lahore,443000.0,38,No Response,Not Contacted,Low
Finance,Small,Good,Medium,Yes,Rawalpindi,8746000.0,228,Neutral,Completed,High
Technology,Small,Excellent,Low,Yes,Multan,3491000.0,104,Neutral,Not Scheduled,Medium
Technology,Medium,Good,Medium,Yes,Karachi,690000.0,270,Positive,Completed,High
Finance,Small,Good,Low,No,Multan,1935000.0,33,Negative,Scheduled,Low
Education,Medium,Excellent,High,No,Peshawar,104000.0,152,Positive,Not Contacted,Medium
Manufacturing,Small,,Low,Yes,Lahore,285000.0,171,Positive,Not Contacted,Low
Education,Medium,Poor,Medium,Yes,Karachi,4533000.0,75,Positive,Not Scheduled,Medium
Marketing,Small,Average,Medium,Yes,Quetta,1211000.0,85,Neutral,Scheduled,Low
Real Estate,Medium,Average,High,Yes,Faisalabad,5177000.0,113,No Response,Completed,Medium
Technology,Small,Good,High,Yes,Peshawar,559000.0,46,Neutral,Not Scheduled,Medium
Manufacturing,Medium,Average,Medium,No,Rawalpindi,1347000.0,97,Positive,Not Scheduled,Low
Technology,Medium,Excellent,Medium,No,Peshawar,703000.0,32,Positive,Not Contacted,Low
Technology,Small,Good,Medium,Yes,Islamabad,996000.0,48,Neutral,Not Contacted,Low
Healthcare,Large,Good,High,Yes,Peshawar,1564000.0,159,No Response,Scheduled,High
Education,Small,Good,Low,Yes,Lahore,11218000.0,93,No Response,Completed,Low
Technology,Small,Good,Medium,No,Quetta,207000.0,23,Positive,Completed,Medium
Real Estate,Large,Average,Medium,Yes,Rawalpindi,3236000.0,127,Positive,Not Scheduled,High
Technology,Small,Average,Low,Yes,Islamabad,928000.0,228,Neutral,Scheduled,Low
Manufacturing,Medium,Poor,Medium,No,Quetta,1780000.0,125,Negative,Scheduled,Low
Manufacturing,Small,Average,Medium,No,Karachi,703000.0,43,No Response,Scheduled,Low
Education,Medium,Excellent,Medium,Yes,Karachi,4617000.0,50,Neutral,Not Scheduled,Medium
Technology,Small,Good,Medium,No,Lahore,2239000.0,174,No Response,Not Contacted,Low
Real Estate,Small,Average,Low,No,Faisalabad,256000.0,163,No Response,Not Scheduled,Low
Healthcare,Small,Excellent,,Yes,Multan,844000.0,293,No Response,Not Scheduled,Low
Technology,Medium,Average,Low,Yes,Peshawar,548000.0,90,Neutral,Scheduled,Medium
Manufacturing,Small,Excellent,Low,No,Faisalabad,239000.0,117,Positive,Completed,Medium
Manufacturing,Small,Excellent,High,No,Karachi,3101000.0,49,No Response,Scheduled,Medium
Real Estate,Small,Good,Low,Yes,Quetta,211000.0,205,Positive,Not Scheduled,Medium
Real Estate,Small,Good,High,Yes,Quetta,1241000.0,62,Negative,Not Scheduled,Medium
Technology,Small,Good,Medium,Yes,Multan,352000.0,480,Neutral,Scheduled,Medium
Manufacturing,Medium,Poor,Low,Yes,Faisalabad,1332000.0,188,No Response,Completed,Low
Real Estate,Medium,Good,Low,Yes,Lahore,924000.0,89,Negative,Scheduled,Medium
Technology,Small,Good,Medium,Yes,Lahore,3269000.0,90,Positive,Scheduled,High
Real Estate,Small,Good,High,Yes,Lahore,520000.0,114,No Response,Not Scheduled,Low
Finance,Small,Average,Low,No,Peshawar,2822000.0,109,No Response,Not Scheduled,Low
Real Estate,Medium,Poor,Low,No,Peshawar,2411000.0,99,Positive,Not Contacted,Low
Technology,Large,Good,High,No,Faisalabad,1280000.0,72,Negative,Scheduled,Medium
Retail,Medium,Good,Low,Yes,Islamabad,667000.0,155,Positive,Scheduled,High
Finance,Small,Good,High,Yes,Multan,7083000.0,222,Positive,Scheduled,High
Finance,Medium,Average,Medium,Yes,Faisalabad,4333000.0,24,Positive,Not Scheduled,Medium
Education,Small,Poor,Medium,Yes,Faisalabad,423000.0,137,Positive,Not Contacted,Low
Finance,Small,Average,High,Yes,Quetta,650000.0,71,No Response,Not Contacted,Low
Technology,Small,Average,Low,Yes,Multan,905000.0,33,Positive,Not Scheduled,Low
Real Estate,Small,Excellent,Medium,Yes,Faisalabad,808000.0,80,No Response,Scheduled,Medium
Finance,Large,Excellent,Low,Yes,Multan,2396000.0,122,Neutral,Scheduled,High
Retail,Medium,Good,Low,Yes,Quetta,1510000.0,37,Neutral,Not Scheduled,Medium
Healthcare,Small,Good,Medium,No,Karachi,762000.0,65,Positive,Not Contacted,Low
Technology,Small,Excellent,Medium,Yes,Faisalabad,2418000.0,103,Positive,Scheduled,High
Finance,Small,Excellent,Medium,Yes,Peshawar,786000.0,74,Positive,Not Contacted,High
Retail,Small,Good,Medium,Yes,Lahore,1078000.0,34,Positive,Scheduled,High
Real Estate,Small,Average,Low,Yes,Multan,893000.0,60,No Response,Not Contacted,Low
Manufacturing,Medium,Excellent,Medium,Yes,Faisalabad,1088000.0,23,Neutral,Not Scheduled,Medium
Finance,Large,Good,Low,Yes,Rawalpindi,998000.0,15,No Response,Completed,Medium
Marketing,Small,Good,Low,Yes,Karachi,993000.0,208,Negative,Not Contacted,Low
Technology,Medium,Average,Medium,Yes,Quetta,2875000.0,29,No Response,Scheduled,Low
Real Estate,Large,Average,Medium,Yes,Multan,397000.0,325,Negative,Not Contacted,Low
Finance,Medium,Good,Medium,Yes,Quetta,524000.0,82,No Response,Not Scheduled,Medium
Technology,Small,Excellent,Low,Yes,Karachi,761000.0,64,No Response,Not Scheduled,Low
Retail,Small,Average,Low,Yes,Islamabad,3372000.0,195,,Scheduled,Low
Marketing,Small,Average,Medium,Yes,Karachi,6742000.0,147,Neutral,Not Scheduled,Low
Technology,Large,Excellent,Medium,Yes,Rawalpindi,1792000.0,299,Positive,Not Scheduled,High
Education,Medium,Poor,Low,Yes,Lahore,1775000.0,80,Positive,Not Scheduled,Medium
Technology,Small,Poor,Low,Yes,Faisalabad,1528000.0,35,Positive,Not Scheduled,Low
Retail,Large,Average,Medium,Yes,Multan,4710000.0,26,Neutral,Scheduled,High
Education,Medium,Average,High,Yes,Faisalabad,1353000.0,112,Positive,Not Contacted,Medium
Education,Large,Average,High,No,Rawalpindi,686000.0,29,No Response,Scheduled,Medium
Technology,Medium,Excellent,High,Yes,Islamabad,1957000.0,154,Neutral,Not Scheduled,High
Finance,Small,Good,Low,Yes,Karachi,1490000.0,427,No Response,Scheduled,Low
Marketing,Small,Excellent,High,Yes,Karachi,7444000.0,41,No Response,Not Scheduled,Medium
Healthcare,Small,Poor,Low,Yes,Faisalabad,2309000.0,72,No Response,Scheduled,Low
Real Estate,Medium,Excellent,Medium,Yes,Faisalabad,1469000.0,337,No Response,Not Contacted,Medium
Manufacturing,Medium,Good,High,Yes,Karachi,575000.0,154,Positive,Not Contacted,High
Manufacturing,Small,Good,High,Yes,Islamabad,875000.0,32,Neutral,Not Contacted,Low
Technology,Small,Good,High,Yes,Islamabad,1000000.0,121,Positive,Not Scheduled,High
Marketing,Small,Average,Low,Yes,Peshawar,578000.0,63,Neutral,Not Contacted,Low
Healthcare,Small,Average,Medium,Yes,Islamabad,4550000.0,60,No Response,Completed,Low
Education,Small,Excellent,High,Yes,Islamabad,1208000.0,70,Positive,Completed,High
Healthcare,Medium,Average,High,Yes,Karachi,3757000.0,125,No Response,Not Scheduled,Medium
Marketing,Small,Excellent,High,Yes,Islamabad,500000.0,122,No Response,Scheduled,High
Real Estate,Medium,Average,Medium,Yes,Faisalabad,736000.0,761,Positive,Not Scheduled,Medium
Finance,Medium,Average,Medium,Yes,Rawalpindi,1075000.0,203,Negative,Scheduled,Low
Healthcare,Small,Average,Low,Yes,Karachi,453000.0,33,No Response,Not Contacted,Low
Finance,Small,Excellent,Medium,Yes,Rawalpindi,7941000.0,123,Positive,Scheduled,High
Real Estate,Small,Average,Medium,Yes,Karachi,7213000.0,99,Positive,Not Contacted,Medium
Finance,Small,Average,Medium,Yes,Multan,1790000.0,20,Negative,Scheduled,Low
Healthcare,Medium,Good,Medium,No,Peshawar,662000.0,44,No Response,Not Contacted,Low
Real Estate,Small,Poor,High,Yes,Islamabad,1251000.0,82,Negative,Not Scheduled,Low
Healthcare,Small,Poor,Low,No,Lahore,404000.0,198,Positive,Scheduled,Low
Healthcare,Large,Average,High,Yes,Multan,708000.0,34,Positive,Scheduled,High
Finance,Medium,,Medium,Yes,Lahore,3598000.0,66,Neutral,Scheduled,Medium
Retail,Medium,Average,High,Yes,Faisalabad,2806000.0,33,Positive,Completed,High
Retail,Small,Average,Low,Yes,Rawalpindi,2483000.0,24,Positive,Not Contacted,Low
Manufacturing,Small,Good,Low,Yes,Karachi,1015000.0,52,Negative,Not Contacted,Low
Technology,Large,Excellent,Low,Yes,Peshawar,1338000.0,410,No Response,Not Contacted,Medium
Marketing,Small,Average,Low,Yes,Lahore,6097000.0,76,No Response,Not Contacted,Low
Finance,Medium,Average,Medium,Yes,Karachi,24856000.0,35,Positive,Not Scheduled,High
Retail,Small,Excellent,High,Yes,Faisalabad,2310000.0,36,No Response,Not Scheduled,Medium
Real Estate,Small,Good,Medium,Yes,Peshawar,231000.0,54,No Response,Scheduled,Medium
Education,Large,Excellent,High,Yes,Karachi,1380000.0,34,Neutral,Completed,High
Manufacturing,Large,Excellent,Medium,No,Quetta,2804000.0,30,Negative,Not Scheduled,Low
Healthcare,Medium,Excellent,Medium,Yes,Islamabad,1063000.0,434,Positive,Not Scheduled,High
Marketing,Medium,Average,High,Yes,Quetta,810000.0,64,Positive,Not Contacted,Medium
Technology,Large,Average,Low,Yes,Faisalabad,4130000.0,29,Positive,Scheduled,Medium
Marketing,Medium,Good,Medium,Yes,Multan,2172000.0,392,Positive,Scheduled,High
Real Estate,Small,,High,Yes,Faisalabad,1002000.0,462,Positive,Not Contacted,High
Retail,Large,Good,Medium,Yes,Peshawar,857000.0,335,Positive,Not Scheduled,High
Healthcare,Medium,Average,Medium,Yes,Karachi,540000.0,145,Positive,Not Scheduled,Medium
Technology,Small,Average,High,Yes,Peshawar,1206000.0,196,Positive,Completed,High
Marketing,Medium,Poor,Low,Yes,Peshawar,1812000.0,93,Positive,Not Scheduled,Medium
Education,Medium,Good,Low,Yes,Peshawar,440000.0,79,Positive,Scheduled,High
Manufacturing,Large,Average,High,Yes,Multan,1410000.0,182,Positive,Not Scheduled,High
Finance,Medium,Good,Low,No,Faisalabad,547000.0,66,No Response,Scheduled,Low
Healthcare,Medium,Excellent,Medium,Yes,Quetta,704000.0,63,Neutral,Scheduled,High
Finance,Small,Good,Medium,Yes,Faisalabad,3277000.0,74,Negative,Not Scheduled,Low
Marketing,Small,Good,Medium,Yes,Faisalabad,3250000.0,174,Positive,Not Contacted,Medium
Technology,Small,Good,Medium,Yes,Rawalpindi,2462000.0,97,Negative,Scheduled,Medium
Real Estate,Small,Good,Medium,Yes,Rawalpindi,918000.0,74,No Response,Scheduled,Medium
Manufacturing,Small,Good,Low,No,Quetta,1885000.0,178,No Response,Scheduled,Low
Finance,Medium,Good,Medium,Yes,Lahore,1265000.0,54,Neutral,Scheduled,Medium
Technology,Medium,Poor,Medium,No,Islamabad,737000.0,49,Positive,Not Contacted,Low
Retail,Small,Average,Medium,Yes,Islamabad,810000.0,77,Neutral,Completed,Medium
Real Estate,Large,Good,Medium,Yes,Islamabad,1308000.0,44,Neutral,Scheduled,High
Technology,Small,Good,High,Yes,Faisalabad,5222000.0,54,No Response,Scheduled,Medium
Technology,Small,Average,Medium,No,Lahore,377000.0,117,No Response,Not Scheduled,Low
Technology,Medium,Good,Medium,No,Multan,4579000.0,204,Neutral,Completed,Medium
Finance,Small,Good,Low,Yes,Faisalabad,726000.0,74,Positive,Scheduled,Medium
Marketing,Small,Excellent,Low,Yes,Multan,594000.0,208,Neutral,Scheduled,Medium
Finance,Large,Poor,Low,Yes,Quetta,2503000.0,205,Positive,Not Scheduled,Medium
Real Estate,Small,Good,Medium,Yes,Peshawar,9387000.0,43,Neutral,Scheduled,Medium
Marketing,Large,Excellent,Medium,Yes,Karachi,732000.0,180,No Response,Not Contacted,Medium
Technology,Small,Poor,Low,Yes,Faisalabad,302000.0,73,Neutral,Completed,Low
Technology,Small,Average,High,No,Quetta,2193000.0,70,No Response,Not Contacted,Low
Finance,Medium,Average,High,Yes,Faisalabad,8828000.0,72,Positive,Scheduled,High
Technology,Medium,Average,High,Yes,Multan,583000.0,133,Positive,Not Scheduled,High
Retail,Medium,Average,Low,Yes,Multan,1363000.0,24,Positive,Not Contacted,Low
Retail,Medium,Good,High,No,Faisalabad,2896000.0,88,No Response,Not Scheduled,Low
Retail,Small,Excellent,Medium,Yes,Peshawar,5659000.0,46,No Response,Not Contacted,Low
Marketing,Medium,Average,Low,No,Faisalabad,2521000.0,38,No Response,Not Scheduled,Low
Manufacturing,Medium,Average,Medium,Yes,Multan,361000.0,38,Negative,Completed,Medium
Technology,Medium,Good,Medium,Yes,Peshawar,754000.0,42,No Response,Not Scheduled,Low
Finance,Small,Good,Medium,Yes,Rawalpindi,1509000.0,291,No Response,Scheduled,Medium
Real Estate,Large,Good,Medium,Yes,Multan,1971000.0,574,Neutral,Scheduled,High
Marketing,Medium,Average,Medium,Yes,Lahore,932000.0,11,Positive,Scheduled,High
Technology,Small,Good,Low,Yes,Islamabad,6289000.0,132,No Response,Not Scheduled,Low
Finance,Medium,Average,Medium,Yes,Quetta,4114000.0,234,Positive,Scheduled,High
Finance,Large,Average,Low,Yes,Lahore,1387000.0,176,No Response,Scheduled,Medium
Finance,Small,Average,Low,Yes,Lahore,4222000.0,149,Neutral,Not Scheduled,Low
Finance,Large,Average,Medium,Yes,Quetta,6423000.0,207,Neutral,Not Scheduled,Low
Retail,Small,Average,High,Yes,Lahore,648000.0,62,Neutral,Not Scheduled,Medium
Retail,Medium,Good,Low,Yes,Multan,2549000.0,96,No Response,Not Contacted,Low
Finance,Small,Average,Low,Yes,Karachi,922000.0,93,Neutral,Scheduled,Low
Real Estate,Small,Average,High,Yes,Peshawar,1859000.0,59,Negative,Completed,Medium
Finance,Medium,Excellent,Low,Yes,Multan,1719000.0,23,No Response,Not Scheduled,Low
Finance,Medium,Good,Medium,Yes,Lahore,875000.0,20,Neutral,Not Scheduled,Medium
Finance,Large,Excellent,Medium,Yes,Lahore,1361000.0,274,No Response,Completed,High
Real Estate,Medium,Good,Medium,No,Lahore,1073000.0,82,Positive,Completed,Medium
Marketing,Medium,Poor,High,Yes,Rawalpindi,3135000.0,46,No Response,Scheduled,Medium
Finance,Medium,Excellent,,Yes,Islamabad,3385000.0,202,No Response,Not Scheduled,High
Manufacturing,Small,Poor,Medium,Yes,Karachi,728000.0,276,Positive,Scheduled,Medium
Finance,Medium,Average,Low,Yes,Islamabad,980000.0,94,No Response,Scheduled,Low
Healthcare,Medium,Good,Low,Yes,Karachi,,60,Neutral,Not Scheduled,Low
Real Estate,Small,Good,Medium,Yes,Rawalpindi,871000.0,403,No Response,Not Contacted,Low
Finance,Small,Excellent,Medium,Yes,Multan,215000.0,112,Positive,Not Scheduled,High
Technology,Medium,Average,,Yes,Islamabad,236000.0,54,No Response,Scheduled,Medium
Education,Small,Excellent,Medium,No,Quetta,860000.0,234,Negative,Scheduled,Medium
Marketing,Medium,Average,Low,No,Peshawar,3517000.0,141,No Response,Completed,Low
Technology,Small,Excellent,Low,Yes,Peshawar,2506000.0,139,No Response,Not Scheduled,Low
Marketing,Medium,Excellent,Low,Yes,Lahore,2884000.0,150,Neutral,Not Contacted,Medium
Real Estate,Small,Poor,Medium,No,Islamabad,9756000.0,152,Positive,Scheduled,Medium
Healthcare,Small,Excellent,Medium,Yes,Islamabad,8831000.0,169,Neutral,Not Scheduled,Medium
Healthcare,Large,Average,High,Yes,Faisalabad,5061000.0,62,No Response,Not Scheduled,Medium
Marketing,Medium,Good,Medium,Yes,Faisalabad,3273000.0,203,No Response,Scheduled,Medium
Retail,Large,Excellent,High,Yes,Lahore,5216000.0,107,Positive,Scheduled,High
Technology,Large,Excellent,Medium,Yes,Karachi,287000.0,266,Positive,Completed,High
Technology,Medium,Good,Medium,No,Peshawar,673000.0,78,Negative,Scheduled,Low
Technology,Medium,Average,Medium,Yes,Quetta,1682000.0,90,Positive,Not Scheduled,Medium
Manufacturing,Small,Average,Low,Yes,Rawalpindi,1724000.0,70,No Response,Completed,Low
Marketing,Small,Good,Medium,Yes,Rawalpindi,4568000.0,371,Positive,Not Scheduled,Medium
Retail,Small,Excellent,Medium,Yes,Peshawar,5957000.0,419,No Response,Completed,High
Marketing,Small,Average,Medium,Yes,Peshawar,2640000.0,223,Positive,Scheduled,High
Healthcare,Large,Good,Medium,Yes,Multan,1154000.0,230,Neutral,Not Scheduled,Medium
Marketing,Small,Average,Medium,No,Quetta,918000.0,64,Negative,Scheduled,Low
Technology,Medium,Good,Low,No,Rawalpindi,763000.0,515,Neutral,Scheduled,Low
Finance,Small,Poor,Low,Yes,Multan,5721000.0,279,No Response,Completed,Low
Marketing,Small,Poor,High,No,Islamabad,602000.0,34,Positive,Not Contacted,Low
Retail,Medium,Poor,Medium,Yes,Lahore,8582000.0,316,Positive,Not Scheduled,Medium
Retail,Large,Excellent,Low,Yes,Quetta,698000.0,174,Positive,Not Scheduled,High
Finance,Small,Good,Low,Yes,Faisalabad,1370000.0,1301,Positive,Completed,High
Healthcare,Small,Excellent,Medium,No,Multan,6309000.0,180,Neutral,Not Contacted,Low
Healthcare,Medium,Average,Low,Yes,Quetta,2013000.0,54,Positive,Completed,High
Education,Large,Excellent,Medium,Yes,Rawalpindi,1226000.0,24,Positive,Scheduled,High
Education,Medium,,Low,Yes,Karachi,4313000.0,275,No Response,Not Scheduled,Medium
Healthcare,Large,Poor,,Yes,Multan,337000.0,135,Negative,Completed,Low
Healthcare,Small,Good,High,Yes,Islamabad,881000.0,168,Neutral,Not Scheduled,Medium
Healthcare,Medium,Poor,High,Yes,Karachi,1014000.0,681,Neutral,Completed,High
Retail,Small,Average,Medium,Yes,Quetta,1013000.0,731,Positive,Completed,High
Marketing,Medium,Good,High,Yes,Faisalabad,2841000.0,47,No Response,Scheduled,Medium
Finance,Large,Average,Medium,Yes,Rawalpindi,1509000.0,127,Positive,Not Contacted,High
Technology,Medium,Average,Medium,No,Rawalpindi,3442000.0,192,No Response,Not Contacted,Low
Retail,Small,Average,High,No,Quetta,1834000.0,18,Neutral,Not Contacted,Low
Technology,Medium,Excellent,,Yes,Multan,4684000.0,191,Positive,Not Scheduled,High
Technology,Large,Good,High,Yes,Islamabad,1172000.0,224,No Response,Completed,High
